OverlapAssets,Similarity,OverlapCount,Return_Traditional,Sharpe_Traditional,Return_Factor,Sharpe_Factor,SimID,FactorSimID,Avg_Return,Avg_Sharpe,Sharpe_Diff,Return_Diff,Num_Traditional_Portfolios,Num_Factor_Portfolios
"EFA,FLPSX,JUEAX,MACSX,SWPPX,VBIRX",0.6,6.0,0.1193717589776662,0.8243009618996435,0.1285167701119789,0.7866870665354398,[3126],[2115],0.12394426454482255,0.8054940142175417,0.037613895364203676,0.009145011134312694,1,1
"JUEAX,VVIAX,YACKX",0.6,3.0,0.117825821704826,0.8088757226208243,0.1450494309474507,0.8017821456319325,[662],[1271],0.13143762632613837,0.8053289341263784,0.007093576988891792,0.027223609242624708,1,1
"EWG,JUEAX,VFIAX,YACKX",0.6666666666666666,4.0,0.144140345979757,0.7628965646486335,0.1097591693907866,0.8474792669773752,[3844],[3308],0.1269497576852718,0.8051879158130044,0.08458270232874165,0.0343811765889704,1,1
"FLPSX,IJS,IJT,JUEAX,TGINX,VTSAX,YACKX",0.7,7.0,0.1275255198079354,0.786189803722248,0.1232630830448227,0.8241460212335173,[4516],[4956],0.12539430142637903,0.8051679124778827,0.03795621751126932,0.0042624367631126925,1,1
"FLPSX,IVV,VGENX,VVIAX,YACKX",0.7142857142857143,5.0,0.1491202768537305,0.7974265903713111,0.1549440385344603,0.812076522878622,[4761],[1327],0.1520321576940954,0.8047515566249666,0.014649932507310837,0.005823761680729789,1,1
"FEMKX,MACSX,MASKX,SPY,TGINX,VGENX,VTRIX,VTSAX,YACKX",0.6,9.0,0.1342312297182798,0.8071819407837858,0.1101759419845689,0.801422636470877,[1082],[302],0.12220358585142435,0.8043022886273314,0.005759304312908831,0.024055287733710906,1,1
"JUEAX,MACSX,MDY,SLYV,TGINX,VBIRX,VVIAX,YACKX",0.7272727272727273,8.0,0.1146924023474315,0.7495569107112436,0.0988159414763144,0.8579974447995945,[2367],[668],0.10675417191187295,0.803777177755419,0.10844053408835086,0.015876460871117104,1,1
"EFA,FEMKX,FLPSX,IVV,SWSSX,TGINX,VTI,YACKX",0.6666666666666666,8.0,0.134661919384236,0.751145886181122,0.1317112039897088,0.8555255257266824,[3101],[4539],0.1331865616869724,0.8033357059539021,0.1043796395455604,0.0029507153945271813,1,1
"IJS,IVV,JUEAX,MACSX,MASKX,MDY,SPY,SWPPX,VBIRX,YACKX",0.7142857142857143,10.0,0.1116110900530185,0.8125091305490008,0.1215989437240185,0.7930920213367267,[4370],[507],0.1166050168885185,0.8028005759428638,0.01941710921227402,0.009987853670999997,1,1
"EWW,FLPSX,MASKX,MDY,TGINX,VGENX,VTI,YACKX",0.6666666666666666,8.0,0.1289088381716976,0.8026111962221054,0.1371382689038466,0.8007233288125148,[493],[3146],0.1330235535377721,0.8016672625173101,0.0018878674095905712,0.00822943073214899,1,1
"FLPSX,JUEAX,MACSX,MASKX,QQQ,SWPPX,VBIRX,VTSAX,YACKX",0.6,9.0,0.1279953450694308,0.7836066737921994,0.1317435598311634,0.8175587829333849,[4983],[2914],0.1298694524502971,0.8005827283627922,0.033952109141185516,0.0037482147617325934,1,1
"FLPSX,JUEAX,VBIRX,VTRIX,YACKX",0.7142857142857143,5.0,0.1278874760690627,0.7514794493351871,0.1307952996507898,0.8492084423743822,[3753],[364],0.12934138785992624,0.8003439458547846,0.09772899303919513,0.002907823581727087,1,1
"EFA,MACSX,MDY,TGINX,VTI",0.625,5.0,0.0978663501866283,0.836263726997709,0.0980528150396721,0.7620043805779775,[205],[4462],0.0979595826131502,0.7991340537878433,0.07425934641973153,0.00018646485304379956,1,1
"EFA,IJS,YACKX",0.6,3.0,0.1348969970901705,0.7491856367174308,0.1567423582126998,0.8480792844354539,[4976],[4594],0.14581967765143516,0.7986324605764423,0.09889364771802311,0.0218453611225293,1,1
"MACSX,SWSSX,YACKX",0.6,3.0,0.1335610572150526,0.7725070508116089,0.1322453705918906,0.8237583904082952,[3219],"[4836, 1325]",0.1329032139034716,0.798132720609952,0.051251339596686374,0.0013156866231620046,1,2
"IWM,MDY,VBIRX,VGENX,VGSLX,YACKX",0.6,6.0,0.1130024406887546,0.7552391750334401,0.14964992745848,0.8404541455910503,[177],[2949],0.1313261840736173,0.7978466603122452,0.08521497055761018,0.03664748676972539,1,1
"FEMKX,IVV,TGINX",0.6,3.0,0.1301611090679165,0.8770203693076667,0.1032908120722918,0.717818425943006,[4762],[4526],0.11672596057010415,0.7974193976253363,0.15920194336466065,0.02687029699562471,1,1
"EWW,FLPSX,IJT,JUEAX,VBIRX,YACKX",0.6,6.0,0.1438463318636784,0.8211061382027346,0.11880140633257365,0.7736169101088799,[56],"[137, 747]",0.13132386909812602,0.7973615241558072,0.047489228093854696,0.025044925531104753,1,2
"EWW,FEMKX,VTSAX,YACKX",0.6666666666666666,4.0,0.1501125922591296,0.7718338018474182,0.1473486528881103,0.8228115016752634,[889],[882],0.14873062257361996,0.7973226517613408,0.05097769982784517,0.0027639393710192917,1,1
"FLPSX,IJS,IWM,JUEAX,MACSX,MASKX,VGSLX",0.6363636363636364,7.0,0.1361516454226775,0.7731199445828478,0.1449476554532688,0.8202294719595652,[4955],[1819],0.14054965043797313,0.7966747082712065,0.047109527376717364,0.0087960100305913,1,1
"FEMKX,FLPSX,MDY",0.6,3.0,0.1474900435825243,0.7665671085539244,0.1147806434174091,0.8242007109584748,[4463],[3879],0.1311353434999667,0.7953839097561997,0.0576336024045504,0.0327094001651152,1,1
"FLPSX,IJS,MACSX",0.6,3.0,0.1358658986969567,0.8378713740208553,0.1199351868804762,0.7505457015406433,[3791],[2839],0.12790054278871646,0.7942085377807493,0.08732567248021206,0.015930711816480495,1,1
"EWW,IJS,IJT,MACSX,QQQ,VFIAX,VTSAX",0.6363636363636364,7.0,0.1381656382327268,0.7876437943239633,0.1408397855735056,0.7996337335232097,[884],[1064],0.1395027119031162,0.7936387639235865,0.011989939199246402,0.0026741473407788097,1,1
"FLPSX,MASKX,MDY,VGENX,YACKX",0.625,5.0,0.1467065865631867,0.7620887682083379,0.1560206537832274,0.8251392563244364,[2069],[4635],0.15136362017320704,0.7936140122663872,0.06305048811609848,0.009314067220040717,1,1
"MACSX,QQQ,VGSLX",0.6,3.0,0.1294651182298271,0.7613443203194821,0.1432940668111014,0.8238304265530125,[573],[2309],0.13637959252046425,0.7925873734362473,0.06248610623353046,0.013828948581274314,1,1
"IWM,VBIRX,VGENX,YACKX",0.6666666666666666,4.0,0.1162104606256221,0.7743525664964322,0.1056797519257737,0.8103974112222148,[426],[1211],0.1109451062756979,0.7923749888593234,0.03604484472578251,0.010530708699848401,1,1
"FLPSX,MACSX,SPY,VFIAX",0.8,4.0,0.129497569610759,0.7452043915277162,0.1214725483241813,0.8379101082801643,[2429],[345],0.12548505896747014,0.7915572499039403,0.0927057167524481,0.0080250212865777,1,1
"FEMKX,IJT,JUEAX,MACSX,TGINX,YACKX",0.6,6.0,0.1090306364721945,0.7651032190848702,0.1174779017394841,0.8165531484093097,[1235],[1311],0.1132542691058393,0.79082818374709,0.05144992932443948,0.008447265267289589,1,1
"SPY,VTRIX,YACKX",0.6,3.0,0.1384341428718789,0.80149502361495,0.1347891702579131,0.7785439461427681,[1643],[3875],0.136611656564896,0.7900194848788591,0.022951077472181836,0.003644972613965819,1,1
"FLPSX,IJS,TGINX",0.6,3.0,0.127569722040976,0.8105705623909001,0.10726348306492334,0.7689102116300219,"[4597, 3085]","[304, 2576]",0.11741660255294967,0.789740387010461,0.04166035076087815,0.02030623897605266,2,2
"EWG,EWW,MACSX,SWPPX,VGENX,YACKX",0.6,6.0,0.1346119187588319,0.759993414702973,0.1140643485967949,0.8189656740184145,[2103],[798],0.1243381336778134,0.7894795443606937,0.05897225931544148,0.02054757016203701,1,1
"JUEAX,QQQ,SWPPX,VTRIX,VVIAX,YACKX",0.6,6.0,0.148557728149019,0.749411425512905,0.1452783106317221,0.8273680247778342,[1018],[1760],0.14691801939037055,0.7883897251453695,0.07795659926492926,0.0032794175172968787,1,1
"MACSX,SLYV,SPY,VBIRX,VFIAX,VVIAX",0.8571428571428571,6.0,0.1124436259007555,0.8147942853673241,0.0964998915022678,0.7617653118355309,[2245],[2637],0.10447175870151165,0.7882797986014275,0.053028973531793255,0.015943734398487702,1,1
"JUEAX,SLYV,VFIAX",0.6,3.0,0.1464675905065089,0.757762284852602,0.1541953173861322,0.8179107509354842,[3067],[1222],0.15033145394632055,0.7878365178940431,0.06014846608288216,0.007727726879623309,1,1
"FEMKX,FLPSX,IJT,JUEAX,MACSX,MASKX,TGINX,VTRIX,YACKX",0.6428571428571429,9.0,0.1266961788383212,0.7961167297710156,0.1305789380234083,0.7786291074700076,[1142],[3835],0.12863755843086477,0.7873729186205116,0.017487622301007977,0.003882759185087098,1,1
"EWU,FLPSX,JUEAX,SPY,TGINX,VGENX",0.6,6.0,0.1235352423793275,0.7899215075522065,0.1293221533326763,0.7844030611484558,[1675],[4520],0.12642869785600191,0.7871622843503312,0.005518446403750654,0.005786910953348795,1,1
"MACSX,MASKX,MDY,VTSAX,YACKX",0.625,5.0,0.1343209881978981,0.7788220490571088,0.1362585499206479,0.7953117793455088,[3977],[2804],0.13528976905927298,0.7870669142013088,0.01648973028839995,0.0019375617227498088,1,1
"EWW,IVV,JUEAX,MACSX,SWPPX,VBIRX,VTI",0.6363636363636364,7.0,0.1181635125190977,0.844022500746694,0.1118103093480158,0.7300905821628909,[4632],[1299],0.11498691093355674,0.7870565414547925,0.11393191858380314,0.0063532031710819,1,1
"MACSX,TGINX,VVIAX",0.6,3.0,0.1102463399565667,0.786914927367185,0.1087450334081337,0.7864497580385915,[4050],[486],0.1094956866823502,0.7866823427028883,0.0004651693285935288,0.0015013065484330013,1,1
"FLPSX,IVV,MASKX,VGENX,YACKX",0.625,5.0,0.1467065865631867,0.7620887682083379,0.1473598740613582,0.8106342370506706,[2069],[3575],0.14703323031227244,0.7863615026295043,0.048545468842332684,0.0006532874981715064,1,1
"EWU,MACSX,VFIAX",0.6,3.0,0.1281829693251943,0.8011181361798668,0.1147568510941686,0.7698275945621437,[4696],[4471],0.12146991020968145,0.7854728653710052,0.031290541617723155,0.0134261182310257,1,1
"EWU,FLPSX,QQQ,VTI,VTRIX,VVIAX",0.6666666666666666,6.0,0.1395146986589025,0.7623315519807954,0.1344287960970185,0.8085501199875763,[3764],[1416],0.1369717473779605,0.7854408359841858,0.046218568006780925,0.005085902561884015,1,1
"FLPSX,IJT,SLYV,SPY,TGINX,VTRIX,YACKX",0.6363636363636364,7.0,0.1434869515730005,0.8138499504267688,0.1205998732613205,0.7556323088773809,[2884],[2814],0.1320434124171605,0.7847411296520748,0.05821764154938791,0.022887078311680006,1,1
"EWW,IVV,JUEAX,MACSX,MASKX,SWSSX,VBIRX,VGSLX,YACKX",0.6428571428571429,9.0,0.1260884522453227,0.7768031358951639,0.1290096995012173,0.7922206611700883,[2829],[1598],0.12754907587327,0.784511898532626,0.015417525274924349,0.002921247255894599,1,1
"EWW,FLPSX,IWM,MACSX,SPY,TGINX,VFIAX",0.7777777777777778,7.0,0.1186642470172711,0.8046932959531757,0.123847917519198,0.7629531012035312,[2167],[3898],0.12125608226823456,0.7838231985783535,0.04174019474964452,0.005183670501926904,1,1
"EFA,IJS,JUEAX,MACSX,QQQ,TGINX,VBIRX,VGSLX,YACKX",0.6428571428571429,9.0,0.1168047011248134,0.7747880071816439,0.1140180825114103,0.7926920424204483,[690],[792],0.11541139181811186,0.7837400248010461,0.01790403523880446,0.0027866186134031107,1,1
"EFA,EWW,FLPSX,JUEAX,MACSX,SPY,VBIRX,VFIAX,VTRIX",0.6,9.0,0.1405722188831625,0.7870419057078397,0.1248902134879705,0.7797184698379674,[4589],[477],0.1327312161855665,0.7833801877729036,0.007323435869872275,0.01568200539519199,1,1
"FLPSX,JUEAX,MASKX,QQQ,SWPPX,SWSSX,VTSAX,VVIAX,YACKX",0.6,9.0,0.1441994239231236,0.7487535715422571,0.1317435598311634,0.8175587829333849,[3631],[2914],0.1379714918771435,0.783156177237821,0.06880521139112783,0.0124558640919602,1,1
"FEMKX,IJS,IJT,IVV,MACSX,VBIRX,VGENX,YACKX",0.6153846153846154,8.0,0.1245652532890267,0.7582905019890965,0.1406446425845383,0.8079874987351349,[4865],[175],0.1326049479367825,0.7831390003621157,0.049696996746038336,0.016079389295511587,1,1
"EWG,EWW,FLPSX,MACSX,VTSAX",0.625,5.0,0.1329792491588624,0.7975761821167784,0.12002695153496,0.7682758992611034,[2563],[4206],0.1265031003469112,0.7829260406889409,0.029300282855674986,0.01295229762390239,1,1
"EFA,FLPSX,JUEAX,TGINX,VBIRX,VGENX,VTSAX",0.7777777777777778,7.0,0.1273103817078487,0.7692289288319822,0.1040857896027735,0.7944756698526196,[3020],[445],0.11569808565531109,0.7818522993423009,0.025246741020637398,0.0232245921050752,1,1
"FEMKX,IVV,YACKX",0.6,3.0,0.1394972142627911,0.7604342940445729,0.139381060106661,0.8022229916745712,[48],[2526],0.13943913718472606,0.781328642859572,0.04178869762999837,0.00011615415613011604,1,1
"MACSX,QQQ,VTRIX",0.6,3.0,0.1294651182298271,0.7613443203194821,0.0923669207479846,0.7998910370476923,[573],[2505],0.11091601948890584,0.7806176786835872,0.038546716728210195,0.037098197481842496,1,1
"EWU,JUEAX,MDY,VBIRX,VFIAX,YACKX",0.6,6.0,0.1330064629101534,0.7641106529267849,0.1417602315578398,0.796516672197227,[173],[4411],0.1373833472339966,0.780313662562006,0.032406019270442066,0.0087537686476864,1,1
"MACSX,MDY,TGINX,VBIRX,VFIAX,VVIAX,YACKX",0.7,7.0,0.1107254910906119,0.8346572270417962,0.0837461709681158,0.7257770806315775,[1672],[691],0.09723583102936385,0.7802171538366869,0.1088801464102187,0.026979320122496098,1,1
"EWU,FLPSX,IJS,IJT,SPY,TGINX",0.6,6.0,0.1182260016084807,0.7892381893246209,0.0933345020247757,0.7711955129052797,[4851],[4447],0.1057802518166282,0.7802168511149503,0.018042676419341208,0.024891499583705,1,1
"MASKX,TGINX,VVIAX,YACKX",0.6666666666666666,4.0,0.1268817122735185,0.8082741144466924,0.118186399911085,0.7501051125543551,[488],[3905],0.12253405609230175,0.7791896135005237,0.05816900189233731,0.008695312362433497,1,1
"EFA,FLPSX,IWM,MACSX,QQQ,VBIRX,VTSAX,YACKX",0.6153846153846154,8.0,0.1241250760106451,0.7924626936136736,0.1166939797186037,0.7653024333591637,[3349],[2697],0.12040952786462439,0.7788825634864187,0.027160260254509905,0.007431096292041403,1,1
"FLPSX,IVV,MASKX,VFIAX,VGENX,VTRIX,YACKX",0.7,7.0,0.1228648128045897,0.7465608570419088,0.1473598740613582,0.8106342370506706,[1448],[3575],0.13511234343297396,0.7785975470462897,0.06407338000876184,0.024495061256768494,1,1
"FEMKX,FLPSX,IJT,JUEAX,VBIRX",0.7142857142857143,5.0,0.1250302440282389,0.752035167234128,0.1102704230492464,0.8045642536866816,[3447],[3656],0.11765033353874266,0.7782997104604048,0.05252908645255361,0.014759820978992491,1,1
"FLPSX,MDY,QQQ,TGINX,VGSLX,VTRIX,YACKX",0.6363636363636364,7.0,0.1269450240314701,0.8093097141077096,0.1139559124429728,0.7463136374163856,[3013],[2015],0.12045046823722144,0.7778116757620476,0.06299607669132401,0.01298911158849729,1,1
"EWG,EWW,FLPSX,MACSX,QQQ,SWPPX,SWSSX,VTSAX,YACKX",0.6,9.0,0.1395151641138426,0.7756700636046099,0.1175171225909673,0.778074429751026,[3002],[2120],0.12851614335240497,0.776872246677818,0.002404366146416148,0.021998041522875295,1,1
"IVV,JUEAX,SLYV,SWPPX,VBIRX,VGENX,YACKX",0.6363636363636364,7.0,0.1223392300409726,0.8313631427823643,0.1100183435150233,0.7214907128395699,[111],[4088],0.11617878677799795,0.7764269278109671,0.10987242994279445,0.012320886525949287,1,1
"FLPSX,JUEAX,SPY,VBIRX,VFIAX,VGENX",0.6,6.0,0.1026264342764476,0.7913078122418088,0.1245088724279015,0.7614894879132252,[2024],[3865],0.11356765335217456,0.7763986500775171,0.029818324328583556,0.021882438151453895,1,1
"JUEAX,MACSX,SLYV,SWPPX,TGINX,VVIAX",0.75,6.0,0.1088911948830599,0.7911811134030913,0.1198941139992273,0.7615189751141287,[1674],[3792],0.1143926544411436,0.77635004425861,0.02966213828896258,0.011002919116167395,1,1
"EFA,FLPSX,SWPPX,YACKX",0.8,4.0,0.1380288268587896,0.7590413900928763,0.1404523550862319,0.7928545273038485,[4939],[954],0.13924059097251074,0.7759479586983624,0.03381313721097223,0.002423528227442323,1,1
"MACSX,SLYV,SPY,SWPPX,TGINX,VVIAX,YACKX",0.6363636363636364,7.0,0.1169668727029928,0.766007906702789,0.1213102543100745,0.7857517583159332,[1352],[4466],0.11913856350653365,0.7758798325093611,0.019743851613144292,0.004343381607081698,1,1
"EFA,IJT,IVV,SLYV,SWPPX,SWSSX,TGINX,VBIRX,YACKX",0.6428571428571429,9.0,0.1148997179942665,0.7646676494729997,0.093184641600367,0.785396058380304,[3053],[3401],0.10404217979731675,0.7750318539266519,0.02072840890730432,0.021715076393899496,1,1
"FLPSX,IJT,QQQ,VBIRX,VFIAX,VGENX",0.75,6.0,0.1330862026590492,0.7712873919656361,0.1317049325894562,0.7784891936661557,[2431],[15],0.1323955676242527,0.7748882928158959,0.007201801700519539,0.001381270069592988,1,1
"EWU,FLPSX,TGINX,VGSLX",0.6666666666666666,4.0,0.1215947443138318,0.8000082212226618,0.1177562510994602,0.7491773103322351,[1308],[2743],0.119675497706646,0.7745927657774485,0.050830910890426684,0.003838493214371602,1,1
"FLPSX,IWM,MACSX,SPY,TGINX,VFIAX",0.6,6.0,0.1186642470172711,0.8046932959531757,0.1155889390244086,0.7438065724642555,[2167],[1077],0.11712659302083986,0.7742499342087157,0.060886723488920214,0.0030753079928625,1,1
"JUEAX,MACSX,SWPPX,SWSSX,VBIRX,VTI",0.6666666666666666,6.0,0.1141476396725327,0.8145875833624842,0.1118103093480158,0.7300905821628909,[2669],[1299],0.11297897451027425,0.7723390827626875,0.08449700119959325,0.002337330324516912,1,1
"EWG,FLPSX,JUEAX,SWPPX,VBIRX",0.625,5.0,0.1015489208415227,0.765115544864001,0.1370600985102887,0.7788771848894143,[70],[4418],0.1193045096759057,0.7719963648767076,0.013761640025413246,0.03551117766876599,1,1
"MACSX,SLYV,SWSSX,VBIRX",0.6666666666666666,4.0,0.09572477468526,0.7951391224180759,0.1033016679663215,0.7484996327718281,[4930],[858],0.09951322132579074,0.771819377594952,0.04663948964624787,0.007576893281061495,1,1
"EFA,FEMKX,VVIAX,YACKX",0.6666666666666666,4.0,0.1381718203002425,0.792586372884763,0.118186399911085,0.7501051125543551,[3872],[3905],0.12817911010566374,0.771345742719559,0.04248126033040789,0.0199854203891575,1,1
"EFA,FEMKX,FLPSX,SWPPX",0.8,4.0,0.1377662977983454,0.7496903879882624,0.1404523550862319,0.7928545273038485,[1532],[954],0.13910932644228866,0.7712724576460555,0.04316413931558616,0.002686057287886512,1,1
"IJS,SWSSX,TGINX",0.6,3.0,0.1316729863149879,0.8064746699944585,0.0808535520183267,0.7353668368475114,[4597],[2818],0.10626326916665729,0.770920753420985,0.07110783314694713,0.05081943429666119,1,1
"IJS,JUEAX,QQQ,SWSSX,VTRIX,YACKX",0.6,6.0,0.1429816331960384,0.7712639826557269,0.1281916558568108,0.7705144445212649,[2548],[192],0.1355866445264246,0.7708892135884959,0.0007495381344619911,0.0147899773392276,1,1
"FLPSX,IVV,MACSX,QQQ,SWPPX,SWSSX,TGINX,VBIRX,YACKX",0.6,9.0,0.1148997179942665,0.7646676494729997,0.1285312347021587,0.776147433416076,[3053],[1694],0.12171547634821259,0.7704075414445378,0.01147978394307625,0.013631516707892186,1,1
"SLYV,TGINX,VTI,VTSAX",0.6666666666666666,4.0,0.1165028526317573,0.8518079543321149,0.094286616009498,0.6889340105172699,[1444],[1283],0.10539473432062765,0.7703709824246924,0.162873943814845,0.0222162366222593,1,1
"EFA,IVV,MACSX,SPY,SWPPX,TGINX,VGSLX",0.6363636363636364,7.0,0.1327073234119225,0.7868377319638546,0.1006467511970373,0.7507088124883111,[146],[3887],0.1166770373044799,0.7687732722260829,0.03612891947554353,0.032060572214885216,1,1
"FLPSX,IWM,SLYV,TGINX,VTI,YACKX",0.6666666666666666,6.0,0.1166201532458943,0.7533167863162633,0.1288568344285161,0.7833435606061289,[4010],[2373],0.1227384938372052,0.768330173461196,0.030026774289865554,0.012236681182621792,1,1
"IVV,SPY,VBIRX",0.6,3.0,0.1439174316155239,0.8602867088305749,0.09246886102162269,0.6762366419858027,[3145],"[697, 3525]",0.11819314631857329,0.7682616754081888,0.1840500668447722,0.051448570593901205,1,2
"EFA,IVV,TGINX,VBIRX,VFIAX,YACKX",0.6,6.0,0.1071786250075315,0.7631740202707339,0.0930817049773318,0.7725362786996781,[3256],[1275],0.10013016499243166,0.767855149485206,0.009362258428944226,0.014096920030199703,1,1
"IJT,IVV,TGINX,VBIRX,VTRIX,YACKX",0.6,6.0,0.1076085489864224,0.8367836386852522,0.0943516273291948,0.6974598870257622,[4122],[656],0.1009800881578086,0.7671217628555071,0.13932375165948996,0.013256921657227597,1,1
"EWU,FLPSX,IVV,VBIRX,YACKX",0.625,5.0,0.13003793607931294,0.7546080181443418,0.0989701337218495,0.7785310595287189,"[3661, 2253]",[58],0.11450403490058123,0.7665695388365303,0.023923041384377175,0.03106780235746344,2,1
"IJS,JUEAX,MDY,SWSSX,VBIRX,YACKX",0.6,6.0,0.1292670505288723,0.7617764215113569,0.1281916558568108,0.7705144445212649,[4111],[192],0.12872935319284157,0.7661454330163109,0.008738023009908003,0.001075394672061497,1,1
"EWG,MACSX,MASKX,SPY,TGINX,VGENX",0.6,6.0,0.1210944974426329,0.8181816295717566,0.1055596901634907,0.7127759618422449,[3705],[666],0.1133270938030618,0.7654787957070007,0.10540566772951165,0.015534807279142193,1,1
"IJT,MACSX,MDY,TGINX,YACKX",0.625,5.0,0.1159199657265913,0.7851856371974657,0.1064938311141681,0.7444422173810467,[2779],[573],0.1112068984203797,0.7648139272892562,0.040743419816419046,0.009426134612423198,1,1
"EWW,MACSX,MDY,YACKX",0.8,4.0,0.1354596501507132,0.8059171644078019,0.1228096337211775,0.7230360824747544,[3618],[1665],0.12913464193594534,0.7644766234412781,0.08288108193304755,0.012650016429535713,1,1
"EFA,FLPSX,IWM,VBIRX,VGENX,YACKX",0.6,6.0,0.1234916770751779,0.7636014518538837,0.1190975181375495,0.7638497827430613,[2253],[3978],0.1212945976063637,0.7637256172984725,0.0002483308891775282,0.004394158937628401,1,1
"EWW,MACSX,TGINX",0.6,3.0,0.104555452552743,0.7857593337370383,0.1032844646119663,0.7409272842127029,[2400],[2639],0.10391995858235464,0.7633433089748707,0.04483204952433539,0.0012709879407766939,1,1
"JUEAX,MACSX,SPY,TGINX,VFIAX,VTRIX",0.6,6.0,0.1256509800941947,0.7692882710257599,0.1207945137158912,0.7572732061245604,[4694],[1445],0.12322274690504295,0.7632807385751601,0.012015064901199524,0.004856466378303503,1,1
"IJS,JUEAX,MACSX,SWPPX,VBIRX,VGSLX,VVIAX,YACKX",0.6153846153846154,8.0,0.1306513834139459,0.7828972804345775,0.1099947799550953,0.742606612809483,[4599],[894],0.12032308168452059,0.7627519466220303,0.04029066762509448,0.020656603458850592,1,1
"EWW,FEMKX,TGINX,VTSAX,YACKX",0.625,5.0,0.1331201257251964,0.8024139515126206,0.1151020933814018,0.7228665223900346,[320],[316],0.1241111095532991,0.7626402369513277,0.07954742912258606,0.018018032343794607,1,1
"EWW,FEMKX,JUEAX,MDY,SLYV,TGINX,VBIRX,VFIAX",0.6153846153846154,8.0,0.1232733991333202,0.8117664330171201,0.0993793908265076,0.7133974600237614,[4727],[1177],0.1113263949799139,0.7625819465204408,0.09836897299335878,0.023894008306812597,1,1
"EWU,EWW,JUEAX,QQQ,TGINX,VBIRX",0.6666666666666666,6.0,0.1020551358271463,0.8050806380593809,0.0964266946272675,0.7186547929358083,[2613],[4374],0.0992409152272069,0.7618677154975946,0.08642584512357265,0.005628441199878806,1,1
"EFA,EWU,FLPSX,MACSX,TGINX,VBIRX,VGSLX,VVIAX",0.7272727272727273,8.0,0.0989864194439493,0.7499407051122887,0.1116676517872561,0.772596841794123,[2379],[4459],0.1053270356156027,0.7612687734532059,0.022656136681834305,0.0126812323433068,1,1
"VTI,VTSAX,YACKX",0.6,3.0,0.1415710233506093,0.7572851650434629,0.123084348716798,0.7651106017884185,[1391],[1996],0.13232768603370365,0.7611978834159407,0.007825436744955616,0.018486674633811304,1,1
"EFA,FLPSX,MACSX,SPY,VBIRX,VFIAX,VGENX,VGSLX,VTRIX",0.6,9.0,0.1405722188831625,0.7870419057078397,0.1136369555020472,0.7352131179672153,[4589],[388],0.12710458719260484,0.7611275118375276,0.05182878774062438,0.026935263381115293,1,1
"FLPSX,IVV,IWM,MACSX,SPY,YACKX",0.6,6.0,0.1313864098555822,0.7783938249823678,0.1155889390244086,0.7438065724642555,[2712],[1077],0.12348767443999539,0.7611001987233117,0.03458725251811223,0.015797470831173596,1,1
"EWU,IVV,SWPPX,VBIRX,VFIAX,YACKX",0.6,6.0,0.1018170147709044,0.762219037871622,0.1298834493570829,0.7594283837809792,[4251],[136],0.11585023206399364,0.7608237108263006,0.00279065409064283,0.02806643458617851,1,1
"EWG,JUEAX,SWSSX,VBIRX,VTI,YACKX",0.6,6.0,0.1292670505288723,0.7617764215113569,0.1109666213676921,0.7555476561847744,[4111],[294],0.12011683594828221,0.7586620388480656,0.006228765326582564,0.0183004291611802,1,1
"EWG,FLPSX,JUEAX,MASKX,SWSSX,TGINX,VGSLX,VTRIX,YACKX",0.6,9.0,0.1279707976349567,0.7684835994029722,0.1204983991442411,0.7486970082695532,[3839],[783],0.1242345983895989,0.7585903038362627,0.019786591133418963,0.007472398490715598,1,1
"FLPSX,MDY,SPY,SWSSX,TGINX,VTRIX,VTSAX,VVIAX,YACKX",0.6,9.0,0.1300288383624631,0.7488448462511559,0.1220460097937599,0.7673223216739913,[4804],[2971],0.1260374240781115,0.7580835839625736,0.0184774754228354,0.007982828568703193,1,1
"FLPSX,JUEAX,SLYV,SWPPX,VGENX",0.625,5.0,0.1521677470532402,0.7664297941623723,0.1228106155485239,0.7471098465134429,[2503],[3111],0.13748918130088206,0.7567698203379076,0.019319947648929414,0.029357131504716305,1,1
"EWG,MACSX,MASKX,SPY,TGINX",0.625,5.0,0.1210944974426329,0.8181816295717566,0.0904630745628619,0.6950952786613538,[3705],[2542],0.1057787860027474,0.7566384541165552,0.12308635091040276,0.030631422879770998,1,1
"MASKX,TGINX,VVIAX",0.6,3.0,0.1268817122735185,0.8082741144466924,0.08482566580197806,0.7046949525315318,[488],"[1152, 2516]",0.10585368903774828,0.7564845334891122,0.10357916191516059,0.04205604647154043,1,2
"EFA,FLPSX,IWM,MACSX,VGSLX,VVIAX",0.6,6.0,0.0989864194439493,0.7499407051122887,0.12567658181298,0.7623367085168972,[2379],[1970],0.11233150062846464,0.7561387068145929,0.012396003404608447,0.0266901623690307,1,1
"FLPSX,IVV,MACSX,MASKX,QQQ,SLYV,SWSSX,TGINX,VGENX",0.6,9.0,0.1264754167637689,0.7784329276449181,0.1132073811011316,0.7330631953780088,[2664],[4977],0.11984139893245024,0.7557480615114635,0.045369732266909324,0.01326803566263729,1,1
"EFA,IJT,IVV,QQQ,SLYV,SWPPX,TGINX,VBIRX,YACKX",0.6,9.0,0.1148997179942665,0.7646676494729997,0.1160134702361055,0.7455576436048522,[3053],[3402],0.115456594115186,0.755112646538926,0.019110005868147484,0.0011137522418390028,1,1
