PortfolioID,AnnualReturn,Volatility,Sharpe,ETFs,Weights
1085,0.11696844427949371,0.21442100879902543,0.545508319985226,"IJT,VGSLX,IWM,QQQ,EWG,MASKX,IVV","0.18584200030585812,0.034272749064545076,0.2228564309219421,0.1516990374536394,0.2335298257462505,0.048700918274227074,0.12309903823353771"
1086,0.09718826895560558,0.1489320112671599,0.6525680283821962,"TGINX,EWW,SPY,IWM,IJT,QQQ,SLYV,MACSX,FEMKX,VBIRX","0.16260635356485895,0.09781845421716394,0.08061178398275451,0.1223925133273706,0.1456260421738331,0.07055350855308481,0.09717907617377929,0.008371021842021004,0.07969041670542316,0.13515082945971055"
1087,0.10263845915223753,0.16225347007320245,0.6325809802769152,"VTSAX,VBIRX,IJS,YACKX,IJT,VVIAX,VTI,FEMKX","0.0023388839871861396,0.16243606147952516,0.20387123743572252,0.02271016708689358,0.0695949193781191,0.052932732723968354,0.13342949466819976,0.3526865032403853"
1088,0.11432376973917976,0.21104483615656522,0.5417037053413987,"EWG,VVIAX,EWW,SWSSX,VTI","0.32602525179119063,0.030283015090376564,0.12933745037295963,0.19084955905879925,0.3235047236866739"
1089,0.11963737103280118,0.19040353873224572,0.6283358588258215,"FLPSX,MACSX,SWPPX,IJT,SLYV,MASKX,YACKX,VTRIX,IWM,EFA,EWU,IJS","0.00667718949407948,0.10471256822159587,0.042646533589064325,0.09359410099489632,0.10241431537149746,0.09817551902728142,0.08588698033628188,0.11044587971577878,0.0900747503495642,0.13581632047864106,0.03111608175073204,0.09843976067058713"
1090,0.1180038918399331,0.19366869834724568,0.6093080236866854,"EFA,VBIRX,FLPSX,EWU,VGENX,SWPPX","0.14539851536357298,0.0009580076685664374,0.22311651300010185,0.3581694775561627,0.09312883178077569,0.1792286546308204"
1091,0.12494022662321615,0.18960705940334638,0.6589429054824056,"VVIAX,VGENX,EWW,VFIAX,VTI,YACKX,VTSAX,VGSLX,IJT,FLPSX","0.20807260354011164,0.04525903994028435,0.03185647904529254,0.1585462652778014,0.13384931115896231,0.060337477095371406,0.1028649962966698,0.0026120686905626985,0.17182468535503972,0.08477707359990405"
1092,0.11511099036879524,0.19913181119510112,0.5780642965980671,"VGSLX,VTI,FEMKX,VTSAX,IJS","0.09174469833290239,0.17108976888531774,0.19009860883798707,0.25965801181603143,0.28740891212776126"
1093,0.12636956368006688,0.19446832076949366,0.6498208200699933,"IJT,VGSLX,MDY,EWU,MACSX,VGENX,IVV,JUEAX,FLPSX","0.15690519323046553,0.16960132748670112,0.18141997329163517,0.042234760062398596,0.0710344364733978,0.051122175695097624,0.17130674194542034,0.05262797689289607,0.10374741492198766"
1094,0.09953710669772056,0.20082147991415222,0.49564970211488824,"SWSSX,VTI,EWG,EWU,TGINX","0.022228374601098316,0.3854777619280736,0.3067514766320081,0.25526072013724105,0.030281666701578853"
1095,0.09914742786957886,0.19386032147155605,0.5114374469049159,"VBIRX,QQQ,EFA,MASKX,IJT","0.05174337210533806,0.024334821827699415,0.5609744479910079,0.052928641196616624,0.3100187168793379"
1096,0.1324665316526417,0.22007422740136548,0.6019175130900393,"VGENX,VTI,FEMKX,VTRIX","0.6235906181403167,0.2975205017905636,0.019786360527629762,0.05910251954149009"
1097,0.11736923605311601,0.19690313877126253,0.5960760035900745,"SPY,FLPSX,SWPPX,IJT,VFIAX,IJS,EWU","0.13309185905816973,0.09909215579109998,0.04819840447653802,0.03757848558919398,0.2835508136603085,0.29404671553837464,0.10444156588631508"
1098,0.1295771284515453,0.18285521765325688,0.7086323820261924,"IJT,MACSX,EWW,JUEAX,SPY,SWSSX,VTRIX,VGSLX","0.014698280105551194,0.21992679175465335,0.17884036151085803,0.23506986502323635,0.09486347192367017,9.958696810635703e-05,0.06067303082493125,0.1958286118889932"
1099,0.10628113898097034,0.16438204850825408,0.6465495468967445,"SPY,IVV,EWU,TGINX,JUEAX","0.31218413403588124,0.22631626475227404,0.1592708093336555,0.15730821079940707,0.14492058107878225"
1100,0.11948536483609225,0.1919872588021328,0.622360908643615,"FLPSX,SPY,VTRIX,QQQ,EWU","0.04414060853267615,0.09748402057389909,0.3130208575351435,0.3304281326686191,0.21492638068966216"
1101,0.11041999850237981,0.13482577798775036,0.8189828395606369,"VBIRX,QQQ,MACSX,SPY","0.13828535596141547,0.1882863786660849,0.37815108679389065,0.295277178578609"
1102,0.10124322014785792,0.14475501269846006,0.6994108063031863,"MACSX,TGINX,VBIRX,SLYV,VVIAX,MASKX,IWM,SWPPX,EWG,SPY,JUEAX","0.12539946455494416,0.14851942034229434,0.09560096113611659,0.05790189641099506,0.14384362176290036,0.08433121996542259,0.02067970448662736,0.013195312641610153,0.1543086300696373,0.07123817978263108,0.08498158884682089"
1103,0.11786494762099628,0.14045402509569355,0.8391710208425357,"MDY,TGINX,IWM,FLPSX","0.19675562040388453,0.34557070156836384,0.14523139030775686,0.31244228771999477"
1104,0.12792089998813494,0.16327144784853503,0.7834860391928761,"YACKX,EWU,IVV,VGENX,VTI,VGSLX,TGINX","0.23267602821498007,0.005201434809487457,0.15954409819111579,0.15903702114264082,0.23397304817091982,0.07073853538845898,0.1388298340823971"
1105,0.10470896104589862,0.16493518375694033,0.6348491489857303,"VFIAX,EWU,VTSAX,QQQ,VGSLX,EFA,TGINX,IJS,VGENX,MDY,JUEAX,VBIRX","0.014132364553510194,0.092606579576816,0.09791943830567168,0.09331405590405348,0.04779426548289303,0.1313844495263926,0.040529333978747424,0.09321269586796435,0.0036705144812858113,0.11182902228523398,0.13853789998880933,0.13506938004862215"
1106,0.10377326855254512,0.13531431815151,0.7669053058845651,"JUEAX,VTSAX,IJT,TGINX","0.19325934348912174,0.2210865639499091,0.19971331442075269,0.3859407781402165"
1107,0.10750236064100355,0.17492283451964646,0.6145701956877987,"FLPSX,VTRIX,EFA,IVV,MDY,EWW,EWG,VTSAX,VBIRX","0.10736532263336175,0.12695666939399974,0.06550487123732963,0.1070229592501751,0.14390957841190222,0.14894388498179742,0.1470077519505942,0.033551098890916,0.11973786324992393"
1108,0.11495917737351398,0.15863242439857303,0.7246890275387362,"VFIAX,EFA,VBIRX,SWPPX,VGENX,FLPSX,IJS,EWU,IWM,YACKX,TGINX","0.07884437023299184,0.031471930612541534,0.08955953021860538,0.12072658580824557,0.1628711545012389,0.008896148701865923,0.063005392606362,0.13753934716115643,0.036634287541159986,0.1835392057876858,0.08691204682814659"
1109,0.10615506511739235,0.17266570425496303,0.6148011012113952,"IVV,TGINX,VGENX,VFIAX,FEMKX,IJT,IWM,SLYV,SPY,EWW","0.14859239526696252,0.1797609226028581,0.0708927320242293,0.04909054609838608,0.028706494777484614,0.02035634214384011,0.1797415199327115,0.17092997324611814,0.08991259220680684,0.0620164817006029"
1110,0.08130614182805658,0.12273156757304078,0.6624713057597765,"TGINX,EWU,VBIRX,JUEAX,IWM,SWSSX","0.24807008829543853,0.20400016155320597,0.2149048118924643,0.020999141888178183,0.1028367130522995,0.20918908331841363"
1111,0.1237099402098642,0.16654661878340302,0.7427946668238956,"FLPSX,VVIAX,VFIAX,SWSSX,VBIRX,VGENX,VTSAX,JUEAX,IVV,MDY","0.15608738184353613,0.11512287125119222,0.045550154670770726,0.008219219296938382,0.1354331549453398,0.14766811668884805,0.09148768598821562,0.12000555702213203,0.041412186947390225,0.1390136713456368"
1112,0.12621023305675239,0.18648710878442395,0.6767772522155907,"QQQ,EWU,MACSX,VVIAX,YACKX,IWM,SWPPX,EWG,VTRIX,VGENX","0.13424128635250884,0.03638262895015345,0.06564734293492235,0.06441872226181149,0.09429596485445814,0.12764660293425176,0.1332978534509405,0.047587874828213986,0.15496103330248506,0.14152069013025442"
1113,0.11698608872739785,0.2048943826760804,0.5709580087041348,"IJS,FEMKX,IJT,IVV","0.2656627852088959,0.3760301271859704,0.330416411656028,0.02789067594910573"
1114,0.11794365505949032,0.20637507798842722,0.5715014439200076,"IJS,JUEAX,VTRIX,VGSLX,SPY,VTSAX,VVIAX","0.2804985111523125,0.08807674941916592,0.23201298201660775,0.24566738840161456,0.013674510011221936,0.1382789014771615,0.001790957521915676"
1115,0.11298046002332396,0.17887645931900575,0.6316116746353762,"VFIAX,VGENX,VBIRX,SPY,VTSAX","0.2542068417519643,0.5154259440414712,0.1868749031382738,0.003885556751008976,0.039606754317281695"
1116,0.11885554689632336,0.18554210064978102,0.64058532527164,"YACKX,SWSSX,IWM,IJT,SWPPX,VBIRX,EWG,SPY,VTSAX,EFA,VGENX,FEMKX","0.09962968432090671,0.04414162576403749,0.141003030199089,0.009573324970163952,0.0849014054560083,0.0589805835088991,0.06879127119502808,0.11892093339417287,0.11353451510086396,0.07343379516174352,0.1714168202872298,0.015673010641857322"
1117,0.11099261519498822,0.17265036287791025,0.6428750762225544,"FEMKX,IVV,VFIAX,EWU,MACSX,SPY,VTRIX,SWPPX","0.1681724884026486,0.13211384089423825,0.07003671088036363,0.06859909728427695,0.14616445173262577,0.21095642418321434,0.18647671374959385,0.017480272873038608"
1118,0.1311699515096601,0.20423919404414811,0.6422369228567684,"VGSLX,VGENX,VTSAX,VTI,YACKX,EWU,IJS,QQQ,SPY,MASKX","0.12724890289184718,0.18676144488675844,0.14227916569979396,0.0560733333955798,0.06832216359936928,0.022360811668450095,0.16098175392935152,0.12060108516879181,0.031864323091841625,0.08350701566821635"
1119,0.11402024931343661,0.2357927118442962,0.48356138076366395,"VGSLX,EWG,EWW,EFA","0.14593781920444887,0.1801167500052532,0.5863770450225645,0.08756838576773353"
1120,0.14097733153607137,0.1545643163964177,0.9120949441816879,"FLPSX,TGINX,YACKX,FEMKX,EWU,QQQ","0.20279705886207883,0.16001427117153824,0.2014522724929071,0.07035921217784394,0.11019482683105086,0.25518235846458115"
1121,0.11940594846000757,0.1845991658292293,0.6468390467726638,"FEMKX,QQQ,EWG,MDY,SLYV,VFIAX,VGSLX,VVIAX,MACSX,SWPPX,FLPSX","0.12103009683686923,0.10021934986362811,0.12886467880661895,0.05222673984461382,0.06366712490365067,0.05975507735819016,0.08739634434608406,0.10063288103909943,0.11505950143116515,0.12767535241885938,0.04347285315122087"
1122,0.12119829410612894,0.18692771486751564,0.6483698481631137,"FEMKX,VGENX,YACKX,SWPPX,QQQ,IJT,VTRIX,VGSLX,EFA,VBIRX,SPY,VTSAX","0.04612269882246839,0.08864336089595397,0.07630628177561649,0.015659805322524648,0.15428124304819182,0.12341835394571288,0.07578029334572257,0.136369236247175,0.1535931621691115,0.03875448103268798,0.03746675325580426,0.053604330139030355"
1123,0.13781820036748965,0.16598824036001653,0.8302889413645925,"VGENX,MACSX,VVIAX,YACKX","0.2775232896810309,0.2977850437859614,0.21799426641444208,0.2066974001185657"
1124,0.11600720350574067,0.1746612243153416,0.6641840738290934,"SPY,VVIAX,VBIRX,SWSSX,EWU,JUEAX,MACSX,IWM,SWPPX,VTSAX","0.05601084942075286,0.09582313480402598,0.09031387545485445,0.16349643084151952,0.03480543349447902,0.1461287365104484,0.09710402621597694,0.16721073229915537,0.12694739155217175,0.022159389406615767"
1125,0.1114885731262324,0.1674204500276727,0.6659196836933875,"EFA,SWPPX,MDY,FLPSX,VBIRX,YACKX,EWW,TGINX,VFIAX,FEMKX,VVIAX","0.12413385001488393,0.12597709017151082,0.07602953615283102,0.005617064089752201,0.06971867600621239,0.11942420914441572,0.09787032137152314,0.03445571079190488,0.1636915629399304,0.05404855908531336,0.12903342023172204"
1126,0.12966838344039516,0.20831981580357412,0.6224486275595605,"IWM,IJT,VGSLX,IVV,SWSSX,VTI,JUEAX","0.11941098736396419,0.18559648112662858,0.07497250262847543,0.17242834010582817,0.16802465781226836,0.07393212932812934,0.20563490163470607"
1127,0.10092493839738242,0.15125784338858025,0.6672377189598494,"SWSSX,IJS,IVV,EWU,TGINX,FLPSX","0.18648962491870913,0.13456084598509224,0.07790525980459052,0.2101226989261155,0.30982446482649756,0.08109710553899512"
1128,0.11387273907423896,0.19468063010686074,0.5849207443582544,"EWW,VGSLX,SWPPX,SPY,IVV,EFA,VTSAX,VTI","0.19190454863531842,0.019510272672974796,0.18225775639535513,0.1514741446753827,0.16985868755957712,0.0170591055261579,0.14662627382324223,0.12130921071199166"
1129,0.11549435964266537,0.22525935019777296,0.5127172725183827,"EWG,IJS,EWW,SWSSX,SLYV","0.2683697500988373,0.2766188583515315,0.3101718640789867,0.12619200011512677,0.018647527355517758"
1130,0.13029950962792494,0.20310401381248522,0.6415407907606558,"EWW,VVIAX,IJT,MASKX,YACKX,VTSAX","0.06583844052971938,0.07488588453722411,0.3031044013481034,0.19995529475928486,0.12569471854599887,0.23052126027966943"
1131,0.11582589395301211,0.20059885489047494,0.5774005739776129,"TGINX,MACSX,EWU,SWPPX,QQQ,IVV,VGSLX,SWSSX,FEMKX","0.012031166552344869,0.03969917867874856,0.2146963742501971,0.07819586812151068,0.07098543130089513,0.04333515720920483,0.24350746410314492,0.20043625225144682,0.09711310753250704"
1132,0.11059341188786469,0.17650190700637788,0.6265847987912584,"SLYV,VGSLX,EWU,IWM,IJT,TGINX,EWW,MDY,FLPSX,VTRIX,MACSX","0.12525101318716947,0.12587165541344908,0.047608045845392466,0.03534884389422111,0.06625912261939343,0.16466200536084769,0.16738174306969708,0.08279146259153,0.07214208240653265,0.10002511529826769,0.012658910313499392"
1133,0.11305917276962114,0.18967031921288122,0.5960825775946861,"MACSX,VVIAX,EWG,VTRIX,EFA,VTSAX,SWPPX,VFIAX,MASKX,IJT","0.05901350530275888,0.07637603355272184,0.04073456299021235,0.10068529155632974,0.0718499220550733,0.20043374169385586,0.09749072964831541,0.10860516913876435,0.07228287195221277,0.17252817210975566"
1134,0.12539726342377547,0.1985831858482321,0.6314596217607807,"SWPPX,SLYV,JUEAX,EWU","0.06613041434304101,0.08827885199787527,0.45034845873341955,0.39524227492566427"
1135,0.1416833328446305,0.20122978400925307,0.7040872877849709,"IJT,EWG,FLPSX,MDY","0.44661388258212176,0.13452547251502345,0.3720699110776048,0.04679073382525"
1136,0.11970005300558469,0.17094878687114015,0.7002100172598104,"IWM,SLYV,TGINX,SWSSX,FLPSX,VTI,VVIAX,IJS,VTRIX","0.08472983838174682,0.07795622639887305,0.16129817510559083,0.17387934198232743,0.16758914145092052,0.01292096261150675,0.17689725110617666,0.036299742036551653,0.10842932092630628"
1137,0.12061035157484547,0.18442184848267634,0.6539916640417743,"VGENX,FEMKX,MDY,JUEAX,EWW,VGSLX,EFA,IJT,TGINX,VFIAX,SPY","0.08555351730963,0.06410474390594446,0.10402689815045273,0.206552502526043,0.010559845093138901,0.052302959642623194,0.14808670928033327,0.010352656102726858,0.06065748563981955,0.1574361385724441,0.10036654377684402"
1138,0.0914744724758894,0.16243552518062496,0.5631432679161266,"VVIAX,VBIRX,JUEAX,EFA,EWG","0.30462142717441987,0.18586477605551227,0.1005043096421153,0.22449597235760796,0.1845135147703446"
1139,0.1311534540894325,0.19124264937907354,0.6857960528954258,"QQQ,VGSLX,FLPSX,SWPPX,VTSAX,VTI,YACKX,FEMKX,EFA,EWG,JUEAX,VGENX","0.04074131555757975,0.17040049596462334,0.16157942026690963,0.03222121745258898,0.0214474281006793,0.15946275459385098,0.014298566170107253,0.13458319141315347,0.11202246921316941,0.04141325317874462,0.06929943461782466,0.04253045347076852"
1140,0.12512386448093749,0.20840269273039194,0.6003946630517328,"IJS,JUEAX,EFA,SWSSX,MDY,FLPSX","0.3129041831405257,0.1563792262673569,0.11194832943189427,0.004729790501933488,0.3439663203429736,0.07007215031531597"
1141,0.14056113474264553,0.15786119792145392,0.8904096547688921,"MACSX,FLPSX,VGENX,SPY","0.27542907517401166,0.34410943728689636,0.001180013385603877,0.37928147415348795"
1142,0.1266961788383212,0.1591427162631822,0.7961167297710156,"MACSX,FLPSX,YACKX,FEMKX,MASKX,JUEAX,VVIAX,VGSLX,SLYV,VTRIX,IJT,TGINX","0.13624598096465576,0.08087711981266767,0.07029347353093508,0.1267009197214184,0.05269495180079905,0.09674736440557791,0.07427180652758794,0.1246322987201271,0.039433381330092034,0.02737549958606423,0.05070635357673887,0.12002085002333594"
1143,0.08734260205711533,0.14793824003701492,0.5903990883983867,"IJT,EFA,TGINX,VVIAX,VBIRX","0.19741073915677085,0.309498263717938,0.2088978195018603,0.21415394379736286,0.07003923382606794"
1144,0.13182149655036457,0.1978326232163843,0.6663284063426766,"VTRIX,IJS,QQQ,VGENX,FLPSX,VVIAX,VFIAX,YACKX,IJT","0.028542160373377222,0.15692915538363597,0.14329792287761114,0.14223771724565354,0.0072854410048846276,0.13886679691993054,0.0635134797454926,0.1152948338309626,0.20403249261845172"
1145,0.10863649570476432,0.18573584831794504,0.5848978357629646,"SPY,EWG,FEMKX,VGSLX,EWU,QQQ,IJT,VTSAX,VGENX,EWW,TGINX","0.037521924584861095,0.030489277248726927,0.16239730659080806,0.06516766277414354,0.19104942999156796,0.022752329264952246,0.006955908610515406,0.01661717774410133,0.16881967459168085,0.17370008744971752,0.12452922114892499"
1146,0.13186537629663272,0.20204285731971774,0.652660420892611,"VFIAX,SLYV,SWSSX,YACKX,EFA,JUEAX","0.13166940110230863,0.19542304709697955,0.17941818374676904,3.278079711909341e-05,0.17311644983853186,0.3203401374182918"
1147,0.11713175642061595,0.18183770563096474,0.6441554902718143,"VTRIX,SPY,VVIAX,SWSSX,VGSLX,VFIAX,QQQ,EFA,YACKX,SWPPX,FLPSX,MACSX","0.07038266360911233,0.10714529593997729,0.1217808124599854,0.1296842385068591,0.08223024358509248,0.04580291985560311,0.03964288323403988,0.10547651713085286,0.0036985018774054195,0.14690331479719126,0.02282235450086451,0.12443025450301658"
1148,0.12969772919700565,0.1723735324539037,0.7524225288571466,"QQQ,EWW,VFIAX,MACSX,YACKX,IJS","0.03621335961762353,0.23766784801511995,0.30605684044188464,0.22838711297683667,0.15364297876537608,0.03803186018315912"
1149,0.11987624708069523,0.18653393908302074,0.6426511318529646,"VTRIX,SLYV,VTI,SPY,SWPPX,YACKX,VGENX,VFIAX,EWU","0.1586114367361806,0.10822580575753615,0.1395478251046522,0.1366870775043205,0.19141896745719966,0.08792244806257263,0.09943698637948774,0.014608933413397423,0.06354051958465308"
1150,0.13596884860909184,0.19560398618310282,0.6951230967338919,"FEMKX,QQQ,EWU,FLPSX,EWW","0.06788851043644954,0.2580082845916887,0.22555971019499194,0.24357927383995462,0.20496422093691516"
1151,0.11340704964997048,0.21614524439971997,0.5246798279782898,"MDY,IVV,IJS,EWW,TGINX,IWM","0.1849400935649415,0.0713542495126569,0.30821999345530465,0.18942378744913618,0.024584799101452,0.2214770769165089"
1152,0.12306260254112932,0.19535044303975202,0.6299581440728405,"SWPPX,VTSAX,VVIAX,EWU,VGSLX,VTRIX,SWSSX,FLPSX,EWW,VFIAX","0.09242317993372406,0.0072138048173279274,0.13949854227184866,0.10175709565547823,0.08926332414579959,0.08444260481402824,0.1731769058186798,0.1195393770871896,0.08437939704792274,0.10830576840800119"
1153,0.09555142565198378,0.1379072623698715,0.6928672501359061,"MDY,SPY,EFA,FLPSX,EWG,VBIRX,QQQ,TGINX,VGENX","0.2716448040091106,0.05945421475244746,0.004232605872360808,0.01700017149817985,0.07686464519759233,0.1711962204746464,0.0822354722908774,0.18641382840313717,0.1309580375016479"
1154,0.13995480909325814,0.20203796273134605,0.6927154045765095,"FLPSX,SPY,FEMKX,MASKX,JUEAX","0.04046647449570487,0.3480831951912913,0.019774776443375754,0.3081531608553803,0.28352239301424775"
1155,0.10815222796145699,0.1852941362711215,0.5836786319196262,"EWW,MDY,SPY,IJS,VBIRX,SLYV,VTSAX,SWPPX","0.014990117585207834,0.1203599833953285,0.24944375042224437,0.052838870445595654,0.06731291151941145,0.1869527614071927,0.2400250133135711,0.06807659191144844"
1156,0.12016879568722598,0.20322850701055314,0.5912989149744918,"SWPPX,SWSSX,SPY,IJT","0.34163817035937705,0.24021677735710265,0.22007275618246686,0.19807229610105348"
1157,0.1285847011564808,0.18539803299591975,0.6935602232592764,"TGINX,IJS,FEMKX,VVIAX,MASKX,VFIAX,VTRIX,YACKX,MDY","0.02052849462238337,0.11235388018504229,0.10466979182589872,0.07546730845781811,0.14407899201601768,0.18998257609970934,0.10346607569339417,0.17364890786588308,0.07580397323385343"
1158,0.12246849813216214,0.1974602698019713,0.6202184280158393,"IWM,EWU,VTSAX,IJS,YACKX","0.2519694532912601,0.10124835301309688,0.34236538715221526,0.13663015911409504,0.16778664742933277"
1159,0.12369025474538382,0.19513064318066395,0.6338843183685086,"YACKX,VTSAX,JUEAX,SWPPX,FEMKX,VTI,IJT,VTRIX,SPY,VGSLX","0.03322794629489873,0.11624989439665695,0.13023007545681548,0.1438464582391521,0.031676997152414677,0.006493982308778741,0.18998241460698923,0.14172136593723952,0.03804243765138675,0.16852842795566791"
1160,0.10882691185264014,0.1438940229482022,0.7562990430242872,"MACSX,MDY,IVV,EWG,YACKX,VBIRX,IJS,SWSSX,QQQ,TGINX,EWU,SWPPX","0.12796271699765596,0.038768553399545054,0.13244043892055773,0.10288387704027689,0.08583779339151859,0.09659676749902546,0.05874321304629678,0.003987593247043499,0.15891819805080537,0.11486299020575212,0.04056438566960575,0.03843347253191693"
1161,0.10526998824953519,0.16972885714634375,0.6202244569335031,"MASKX,EFA,FEMKX,VBIRX,VTI,SPY","0.1331730598328304,0.11643194646207912,0.2222525366504917,0.1113807041279368,0.19308905820824984,0.22367269471841214"
1162,0.09564177060594539,0.16693389937816505,0.5729319866259311,"QQQ,IWM,VBIRX,EFA","0.21545548147445182,0.24399973213877696,0.1865802933830362,0.35396449300373506"
1163,0.13162283963994195,0.1911187760121615,0.6886965393267607,"IVV,JUEAX,VFIAX,VTRIX,MDY,EFA,MASKX,FLPSX,VGENX,VTI,VVIAX,YACKX","0.040263815970104096,0.028327467986180525,0.08606863181039007,0.06762557641946979,0.10941317792293048,0.1447804051526901,0.09230393062580598,0.09532422113184735,0.14717612890962392,0.022600493436141407,0.07308680465475605,0.09302934598006021"
1164,0.13217023724287208,0.18355918510672825,0.7200415341026019,"VTI,JUEAX,IVV,YACKX,VTRIX,MASKX,FEMKX,IJS,EWG,VGENX","0.122936146273209,0.13664454184972893,0.1728242961496309,0.14059141529199154,0.09361215269837393,0.03591760830377446,0.17671612342252369,0.09149918592418799,0.018086108198530956,0.011172421888048822"
1165,0.11955694396560328,0.18982145490816363,0.629838940089493,"EWU,VTSAX,EFA,SLYV,EWW,MACSX,IJS,JUEAX,VGSLX","0.06242273365502895,0.1931941873049134,0.0136329333223073,0.1714181670945202,0.10707551594755438,0.15581568535782767,0.04115021609155117,0.08719818218008092,0.168092379046216"
1166,0.11172155281777342,0.1633998152924898,0.6837312062916903,"VGENX,VTSAX,MACSX,FEMKX,VTI,TGINX,VFIAX,IWM,MDY","0.11312119349901702,0.15153012589357573,0.10353038292428576,0.15942919954485082,0.14635740304447012,0.12123779283777565,0.12887629771544648,0.050108760335547536,0.025808844205030768"
1167,0.11374328140689548,0.19809969714235143,0.5741719096378087,"SPY,FEMKX,IJS,IVV","0.09447005563316148,0.2087641000332974,0.398178978486696,0.2985868658468452"
1168,0.11856763670303753,0.16975393862859203,0.6984676624349435,"VTI,EFA,VTSAX,IWM,FLPSX,VGSLX,VVIAX,VBIRX,EWG,MACSX,MASKX,VGENX","0.07359559010808242,0.06966483012497417,0.15647464243799555,0.0073005539245155245,0.11877601796200962,0.017146467250706295,0.1174165326095793,0.07868052882874062,0.05919969880674078,0.10952251634824353,0.14506803840546362,0.04715458319294854"
1169,0.10418527960632497,0.1430684399257642,0.7282198621889282,"VBIRX,QQQ,MACSX,EFA,EWU,VTI,JUEAX","0.16320375469004136,0.08643599442144533,0.20078563433313562,0.14596672754618062,0.09635038704578498,0.17833408277694496,0.128923419186467"
1170,0.12655465650860634,0.1830954586351916,0.6911949507210884,"VTI,QQQ,VGENX,SPY,EWG,MASKX,FLPSX,VBIRX","0.11021758890788416,0.11468287322542055,0.1947899122963702,0.2069605494915649,0.02538682723138823,0.17742427146687756,0.08296314447030236,0.0875748329101922"
1171,0.12494530412112953,0.2083412853217001,0.5997145689496985,"MDY,YACKX,IJS,IJT,VGENX,IVV","0.1453841659661531,0.09661546635091701,0.30586616934546723,0.2153448886178346,0.09950180261050576,0.13728750710912221"
1172,0.11752960414823131,0.16900371834517294,0.695426143868557,"VVIAX,FLPSX,SWPPX,IJS,VFIAX,EWW,MACSX,EWU","0.12053157736600371,0.054044662761068424,0.1524765050726814,0.11479786000486648,0.08631800157304895,0.12525851261728316,0.2837314347731494,0.06284144583189843"
1173,0.13896102861810408,0.19221344658384237,0.7229516513429257,"MASKX,FEMKX,FLPSX,SPY,YACKX,VGENX,IWM,VTRIX,JUEAX,SWSSX","0.04591877322046421,0.1394515726296827,0.1188363031054899,0.216869014675974,0.044919324323445385,0.19359049694186134,0.048873198657164996,0.040859096020164964,0.07859519648748715,0.07208702393826534"
1174,0.11613628898751338,0.16657957343679736,0.6971820529458681,"VTRIX,VBIRX,SLYV,MDY,VTI,YACKX,EWG,IJS","0.02051630049153447,0.13740888669026768,0.15970142482672642,0.031997391665520715,0.20880868885892764,0.2070697111733093,0.09078413215919903,0.1437134641345146"
1175,0.10786965851483336,0.18551713951889467,0.5814538688693343,"IWM,EWG,IJT,JUEAX,VTSAX,VVIAX,SWPPX,VBIRX","0.1309729662230028,0.14191499315492875,0.07376115812198598,0.08471944625399863,0.167143844132212,0.17739562098486023,0.1516489629273804,0.07244300820163119"
1176,0.13184066596897334,0.1944608740367229,0.6779804247104018,"MDY,VGENX,QQQ,VTSAX,MASKX,VTRIX,IJT,SLYV,YACKX,EWG,VVIAX,FEMKX","0.021793056910506023,0.14274712065359263,0.09888222162269684,0.12817936784037398,0.1267953618251028,0.11903133204220377,0.013137408550274537,0.0944606564492712,0.10609255711946942,0.0290933133688661,0.07755519988908804,0.042232403728554586"
1177,0.12799921377012327,0.1929528188462158,0.6633705303478318,"YACKX,SWPPX,QQQ,SWSSX,VTI,VVIAX,SPY,IWM,EWG,VGSLX,SLYV","0.171701928008309,0.16200277234999666,0.06508512053632487,0.04749743016809003,0.14459843751838805,0.03328352959668628,0.05947709177406258,0.015905622274427784,0.12927199090665523,0.1182258017884975,0.05295027507856191"
1178,0.11890895526881143,0.22034363960304937,0.5396523152791102,"MASKX,VGSLX,IVV,VFIAX,SPY","0.14004668402977014,0.45832452697823306,0.11757005086786512,0.053888231014269976,0.23017050710986173"
1179,0.12496111989791528,0.15982018180266822,0.7818857323801958,"VTSAX,IJS,YACKX,VGENX,VBIRX,VFIAX","0.14269741810282952,0.19434969618699863,0.28944184509281423,0.05952827399936082,0.13779027962452275,0.1761924869934741"
1180,0.11596380394517945,0.1884151941194209,0.6154694927187216,"VTRIX,MDY,SPY,QQQ,VFIAX,SWSSX,IVV,FEMKX,MACSX,SWPPX,IWM,IJS","0.03688447823579597,0.1286180946083893,0.07762298921183654,0.049603637412774834,0.11326502061729522,0.015026800624295813,0.11037951836585841,0.10119767008614693,0.09196789086684583,0.05328878878353124,0.10358951889641706,0.1185555922908129"
1181,0.1313240858036193,0.1878374130699929,0.6991370018212754,"IJS,FEMKX,IWM,EWG,IJT,QQQ,FLPSX,JUEAX,EFA,YACKX,SWPPX,VTRIX","0.09574175129999556,0.13350605195528858,0.00011551416702685698,0.09210599126674038,0.024282179431467977,0.049011856772922385,0.03422888365628307,0.14624891639800355,0.13927750379667853,0.13403100126208703,0.14454411864748734,0.006906231346018783"
1182,0.11265947641651153,0.14770475700627858,0.7627342456663236,"MDY,FLPSX,TGINX,VVIAX,VTRIX,IWM","0.06768133961085292,0.22992921874826955,0.29856174976748256,0.055843151277290115,0.08782282540534532,0.26016171519075965"
