PortfolioID,AnnualReturn,Volatility,Sharpe,Assets,Weights
52,0.09484006417095629,0.11230430405834048,0.8444918025731964,"FLPSX,MACSX,TGINX,VGENX","0.03921832533134092,0.09447787734842783,0.5720652080167105,0.29423858930352076"
53,0.1037491813819042,0.09395231453084801,1.1042748856159315,"FLPSX,MACSX,TGINX","0.17349328009129913,0.36149940064736713,0.4650073192613337"
54,0.09010192859439511,0.08339421242146947,1.0804338332140515,"IJT,MACSX,TGINX,YACKX","0.043445276798756045,0.21547341854348467,0.6217075041074291,0.11937380055033013"
55,0.1472901596640164,0.14858368826404558,0.9912942758714505,"FLPSX,IWM,MACSX,YACKX","0.1642061406241225,0.16427458777235016,0.4215317026048554,0.24998756899867186"
56,0.13780333244593165,0.1630056870525221,0.8453897219029542,"FLPSX,IWM,MACSX,SPY,YACKX","0.18779221761783815,0.20227601036903978,0.2644164230815709,0.22170036251795133,0.12381498641359996"
57,0.07278617717498775,0.07073302133559288,1.0290268364142636,"MACSX,VBIRX,VGENX","0.3067751963181211,0.5471032077474984,0.14612159593438048"
58,0.11824729633938308,0.1598344904735461,0.7398108880570679,"IJT,JUEAX,MACSX,TGINX","0.4482836306504001,0.21482955385124647,0.1513178397551316,0.18556897574322181"
59,0.11088070972833447,0.12441755035650791,0.8911983028971011,"EWU,SWPPX,TGINX,YACKX","0.14352179713063862,0.2009154077892146,0.36102609861610213,0.29453669646404446"
60,0.14164061980419576,0.164024037450205,0.8635357476016009,"FLPSX,IWM,MACSX,SPY,YACKX","0.2505017721999009,0.09725490593190853,0.18999678714060952,0.34204251712937495,0.1202040175982061"
61,0.12997223404917682,0.13426871873482388,0.968000851381233,"FLPSX,MACSX,TGINX,VGENX","0.27285929872515785,0.27409605068304665,0.23460678496048132,0.21843786563131423"
62,0.11175867816369896,0.10060462305127162,1.1108702043120111,"IJT,MACSX,TGINX,YACKX","0.04491602962491885,0.3766374170577507,0.3705139580272619,0.20793259529006858"
63,0.15611781046316972,0.18605848556366922,0.8390792281803573,"FLPSX,JUEAX,SPY","0.2998862318765885,0.3904698863796097,0.3096438817438017"
64,0.1424004928027441,0.14814728499557597,0.9612089266907357,"MACSX,VTI,YACKX","0.3571980800729126,0.2915997044762127,0.3512022154508747"
65,0.08787399163043463,0.15565414823074641,0.5645464167146228,"EWU,TGINX,YACKX","0.5927204126418415,0.28821362290519686,0.11906596445296166"
66,0.0529991920509553,0.0643267736279318,0.8239056470872361,"TGINX,VBIRX,VTSAX","0.7967568315533393,0.19203566805908637,0.011207500387574286"
67,0.10444442127951285,0.16371360692928466,0.6379703143711637,"SWSSX,VBIRX,VGENX,YACKX","0.6679291721679926,0.32135888588530803,0.002286788589416569,0.008425153357282706"
68,0.10629014060984975,0.1512215745369511,0.702876827829072,"VBIRX,VGENX,YACKX","0.3583891633892466,0.5475796044744939,0.09403123213625947"
69,0.11824238695406598,0.1257150351915398,0.9405588343026079,"FLPSX,TGINX,VGENX","0.2976859145302764,0.4580768603053417,0.24423722516438182"
70,0.13983768132026955,0.1377951753295838,1.014822768546144,"EWU,TGINX,YACKX","0.1271617123964275,0.2680521429919675,0.6047861446116051"
71,0.10770849400417384,0.12309862738525765,0.8749772137351474,"EFA,FLPSX,JUEAX,MACSX,QQQ,SWPPX,TGINX,VBIRX","0.18598523974482653,0.20402220438873306,0.03933270196921078,0.12307420131616692,0.05665219173485603,0.09622901556475799,0.12922097036807664,0.16548347491337206"
72,0.13753331019447726,0.20900543923822146,0.6580369903087485,"EWG,FLPSX,MACSX","0.5553972239971564,0.43572859367678035,0.008874182326063242"
73,0.03650477009214699,0.02631200005985592,1.387381043216176,"TGINX,VBIRX,VTSAX","0.1513745254441932,0.7897211578536601,0.0589043167021468"
74,0.16792804986015514,0.15467353031266817,1.08569352183721,"MACSX,VTI,YACKX","0.27358382078347754,0.02436541831209227,0.7020507609044301"
75,0.10827740665897029,0.13870094120685403,0.7806537267651913,"EFA,FLPSX,JUEAX,MACSX,QQQ,SWPPX,TGINX,VBIRX","0.15797281296368798,0.0052659368869969305,0.1566106437835622,0.13148825005174244,0.18993328092676706,0.1189500858603366,0.0956153383648451,0.14416365116206162"
76,0.14194579482711875,0.16215649807720756,0.8753629765705356,"FLPSX,IWM,MACSX,YACKX","0.26290084578249906,0.2959284060631738,0.3505177081878166,0.09065303996651063"
77,0.1307571869911804,0.14573355756429404,0.8972345777910045,"MACSX,SWPPX,TGINX,YACKX","0.2355500728225937,0.4151865080444827,0.07843222977333797,0.27083118935958567"
78,0.051755839880414434,0.049679269879359576,1.0417995273702205,"TGINX,VBIRX,VTSAX","0.4653104404154715,0.41650142628761533,0.11818813329691315"
79,0.05134709822880223,0.047124518001721426,1.0896047409318128,"TGINX,VBIRX,VTSAX","0.29811916892003704,0.5272355687920868,0.1746452622878761"
80,0.09519997273502487,0.11820881860706713,0.8053542354693098,"FLPSX,IVV,TGINX","0.0917436705213874,0.46995908599879876,0.4382972434798139"
81,0.12252726402292533,0.14992172785492802,0.8172748925458557,"EWU,TGINX,VTI,YACKX","0.22944496830794436,0.1886810635076208,0.2244460462774094,0.3574279219070255"
82,0.14409917789741725,0.17007984833452727,0.8472442756063078,"FEMKX,MACSX,YACKX","0.5009497718790942,0.13249883539387766,0.36655139272702825"
83,0.10881580274783922,0.09940002286072372,1.0947261340201964,"FLPSX,MACSX,TGINX","0.18329129393720497,0.4220119525691678,0.3946967534936272"
84,0.1417066666702138,0.15919571690951095,0.890141201165367,"SWSSX,VBIRX,VGENX,YACKX","0.21480452532211758,0.16616547973243806,0.2141842746548794,0.40484572029056487"
85,0.130283179296893,0.15599171237610504,0.8351929555255649,"FLPSX,IVV,TGINX","0.3533746105639008,0.4899264290289331,0.15669896040716608"
86,0.11295509156142637,0.13233603328501456,0.8535475090004617,"IJT,MACSX,TGINX,YACKX","0.3753415652668219,0.1126289856500872,0.3204931258894621,0.19153632319362887"
87,0.09066186158341823,0.10988633135731744,0.8250513095083045,"MACSX,SWPPX,TGINX,YACKX","0.051297860850666635,0.4310501421956229,0.47387584085373907,0.04377615609997154"
88,0.08048954789870809,0.1357814896918113,0.592787338549595,"EWU,SWPPX,TGINX,YACKX","0.466057809349025,0.0757386531769932,0.40472311321437127,0.053480424259610575"
89,0.15266800216016807,0.16332011787381623,0.9347776878175036,"FEMKX,TGINX,YACKX","0.37174382909797843,0.07207522977828358,0.556180941123738"
