PortfolioID,AnnualReturn,Volatility,Sharpe,FactorMagnitude,Score,ETFs,Weights
909,0.12852830595251194,0.19578463030004156,0.6564780174804389,1.0161718118894743,0.14839211153570175,"VBIRX,MDY,IJT,JUEAX,FLPSX,IWM,IVV,SPY","0.021258428357440323,0.04824969176409877,0.2609611459105224,0.1346857302932512,0.12361722235635741,0.1409031952442158,0.19079156076865075,0.07953302530546326"
910,0.08391858030806247,0.13715229702844972,0.6118641986043815,0.6969509434308002,0.26338872688898135,"VBIRX,VVIAX,SLYV,EFA,YACKX,VTRIX,VTSAX","0.29525765937452947,0.07374469623407427,0.239698346848296,0.15039841568562645,0.0034552522686011433,0.1172370194943767,0.12020861009449602"
911,0.14654587074831515,0.19762402537680976,0.7415387398819355,0.9914938344481309,0.24579182265787008,"QQQ,MASKX,YACKX,SPY,EWW","0.27886835905411506,0.21962512552220972,0.21121718673672085,0.1325453001177168,0.15774402856923758"
912,0.13200668179643202,0.18852366023818953,0.700212809520294,0.9997803052812263,0.20032265687968082,"VTRIX,FLPSX,JUEAX,MACSX,SWSSX,EWU,SLYV,IWM","0.08862647757726232,0.1220406412770882,0.08133076086437811,0.1578830766552901,0.192788940532995,0.049281986614771636,0.20092295359946957,0.10712516287874523"
913,0.1294343250481891,0.16762866579230448,0.7721491096788959,0.8230156392948134,0.36064129003148926,"VBIRX,VTRIX,VFIAX,FEMKX,IJT,VGSLX,VGENX,MACSX,YACKX","0.06305257575817662,0.11287324683300788,0.1868794062776816,0.1517146147833148,0.04815954324217205,0.08742113872142078,0.07954549873741608,0.018092182064899365,0.25226179358191086"
914,0.12798040009880307,0.21996940263080023,0.5818100088838591,1.1900745044125194,-0.01322724332240055,"IJS,IWM,SLYV,VGSLX,SWSSX,JUEAX,IJT,IVV,QQQ,VGENX","0.094264480014527,0.19845340594616245,0.04100606814079166,0.01612205361331532,0.14654425045254574,0.011966537656286146,0.2247659182540078,0.02250174088140481,0.23874112151241064,0.005634423528548335"
915,0.12323658734158012,0.19181756186666798,0.6424676976513841,0.9665721150406251,0.15918164013107156,"EWU,IVV,SLYV,IJT,VTSAX,EFA,QQQ,VVIAX,FEMKX,FLPSX,VGENX","0.1383843930786169,0.08854886288692135,0.09431551809442622,0.030558411858470434,0.0897437823547487,0.0673430429387423,0.08989741638131464,0.137979555358475,0.024526772394569057,0.13136080960350946,0.10734143505020598"
916,0.11288867105164324,0.17351342943751755,0.6506048057351931,0.8902069640913108,0.20550132368953766,"MACSX,SPY,VVIAX,IJS","0.2834547534473547,0.09418015715161616,0.3123709964909845,0.30999409291004465"
917,0.11470010911943479,0.1639646377169793,0.6995417470285245,0.8618208358804093,0.2686313290883198,"MACSX,SWPPX,IWM,SPY,VBIRX,IJT,IJS,FLPSX,YACKX,VTRIX,MASKX","0.14177590215698455,0.1278291769536312,0.0989207934220501,0.07300676367035033,0.11397838101246986,0.05316632147595078,0.13271314740869036,0.023006538561086174,0.07048431836099557,0.044074697977588985,0.12104395900020201"
918,0.10994611946710751,0.15781107747280118,0.6966945618000535,0.8032777205347479,0.29505570153267957,"VFIAX,EFA,FEMKX,MACSX,VTRIX,MDY,SWSSX,TGINX","0.038847531300784444,0.04286093342582063,0.07290594939625727,0.15627111063101376,0.05202829296735518,0.21009135349726826,0.23953880427368454,0.1874560245078159"
919,0.10110554974354673,0.20103917966794613,0.5029146552952588,1.0372934166524708,-0.015732053030976578,"SLYV,EWU,VFIAX,VBIRX,EFA,IJS","0.24672586995093354,0.2067642649948886,0.10016759071331363,0.024634838389984492,0.20786135106894013,0.2138460848819395"
920,0.1302741578128438,0.17311962979923312,0.7525094523591737,0.8420212175116818,0.33149884360333276,"VTI,VGENX,JUEAX,MACSX,IJT","0.23951703689940382,0.236466937072066,0.1194347048490569,0.29583774195707035,0.10874357922240284"
921,0.09904871603879009,0.1630537793833854,0.6074604122232496,0.8060368237341669,0.20444200035616622,"EWW,VFIAX,VBIRX,MASKX,EWU,YACKX,EFA,VTI,VTRIX","0.05020355544390872,0.0935670502907517,0.17508652765472255,0.216556100447155,0.17396569736032855,0.015314559470582538,0.0021338049717238355,0.06200840012544802,0.21116430423537916"
922,0.12743350875455128,0.19648295924045917,0.6485728291510309,0.9893638579996762,0.15389090015119278,"VTSAX,YACKX,FEMKX,FLPSX,IJT,SWPPX,EWW,EWU,QQQ,MASKX","0.11250754864576584,0.0063347034480304015,0.0477528889487958,0.13407758510256348,0.044667861821210714,0.16441762010588573,0.11113443024944178,0.15316025831889524,0.05062980669602411,0.17531729666338677"
923,0.11665562950040685,0.15426977551111398,0.7561794208484,0.7833848764196876,0.36448698263855617,"IWM,MDY,VTI,VTRIX,VTSAX,IVV,YACKX,SWPPX,QQQ,VBIRX,VVIAX,FLPSX","0.14411723474523802,0.0512185786931256,0.15939543531173747,0.10341957117494795,0.0005051450716779132,0.02937338547880257,0.1437975549646244,0.03940753503162994,0.07104091144077584,0.16494989412369887,0.015928963908643717,0.07684579005509766"
924,0.12823180885469282,0.18782945421744437,0.6827034097977136,0.9588428450852797,0.20328198725507374,"MACSX,MDY,FEMKX,SWSSX,VTI,FLPSX,SLYV,SWPPX,VTRIX,VVIAX","0.01895984667031653,0.1283496514905496,0.054358411152707536,0.07284207964730423,0.15872695595469988,0.17656406835255858,0.10790895900732804,0.11514272142809975,0.12001471037291793,0.04713259592351798"
925,0.11882721442770419,0.19443068178700806,0.611154645632911,0.9811527671233973,0.12057826207121236,"VTSAX,IWM,VBIRX,SPY,EWW,VGSLX,EFA,YACKX,VGENX,SLYV,FLPSX","0.15699430095851924,0.15859646926168217,0.04179856106330437,0.1797928458679321,0.02049005809248527,0.16655084199179246,0.044317012167249634,0.011437622887290385,0.1547123660896272,0.010539390504942972,0.05477053111517427"
926,0.1119813252319279,0.16914701579499847,0.662035476686424,0.8820908060940954,0.22099007363937634,"IVV,SWSSX,MACSX,SLYV,IJS,TGINX","0.3252734470601729,0.10449017544589395,0.1654722340746053,0.16412591058402393,0.13928952046482873,0.10134871237047523"
927,0.12739942933556186,0.19023619647191067,0.6696907933310843,0.9584906707495493,0.19044545795630963,"YACKX,EWW,EWU,MASKX,VFIAX,TGINX,EFA,JUEAX,QQQ,SWPPX,VGSLX,VTI","0.11812197356501163,0.07327560679140105,0.12413930474217813,0.1455670274910888,0.08272485994775407,0.02694622937821157,0.013400705759388561,0.09353102053422462,0.027565276226180085,0.1429436568640855,0.09962281223076497,0.052161526469711034"
928,0.1252670165216706,0.20218412399585858,0.6195690049542985,1.0327170125234668,0.10321049869256504,"JUEAX,MDY,IVV,FEMKX,QQQ,IJS,SPY,VGSLX,VFIAX","0.11617654780739621,0.17233791950815247,0.056047629934087545,0.008176844278344388,0.15899963025586045,0.1643243217088655,0.10936403767930447,0.07246592125976109,0.14210714756822787"
929,0.12174867488342317,0.193559539388562,0.6289985772234054,1.0668183136316636,0.09558942040757357,"YACKX,MACSX,IJS,JUEAX","0.008642280028739192,0.25893980552647455,0.642972246828547,0.08944566761623904"
930,0.12614674502701637,0.17043415291072148,0.7401494528687323,0.8462745728517753,0.3170121664428447,"EWG,VTSAX,IJS,EWW,YACKX,MACSX,SLYV,FLPSX","0.03496763769680548,0.27752126329899296,0.12186448349014532,0.1245877959879653,0.053805301797299074,0.2718044765400179,0.040847463192985815,0.07460157799578816"
931,0.11398076684013346,0.1573509804557057,0.7243727780407383,0.7773542225416494,0.3356956667699136,"MACSX,FEMKX,VVIAX,QQQ","0.3637779207732907,0.09532624664639776,0.48444160457615754,0.05645422800415399"
932,0.0996597836696176,0.14650106675655564,0.6802666074454233,0.7365883818397964,0.31197241652552515,"IJS,EFA,JUEAX,QQQ,SPY,FEMKX,VVIAX,VBIRX","0.02717248408945726,0.20438790819236785,0.0828347664634596,0.23264992399405976,0.0203008423759779,0.1402563423766088,0.04912798340015394,0.24326974910791485"
933,0.11798984157276511,0.2109416720829686,0.55934818572196,1.0291997380993025,0.04474831667230872,"SWPPX,IWM,JUEAX,EWG,EWW,MDY,EWU","0.010207171104741968,0.02890613775210514,0.20919859276530353,0.30285346427253906,0.11919783509592062,0.23067302743257745,0.09896377157681217"
934,0.09897205204508275,0.1520935383505558,0.6507314716879362,0.7631608891036958,0.2691510271360883,"MDY,EWW,EWU,TGINX,VBIRX,QQQ,SLYV,VTSAX,IVV,FEMKX","0.20126497835498122,0.014761741705003465,0.049156696719532995,0.10374097992874665,0.12449190059627137,0.08536634367754875,0.04681193421742397,0.030569459067736893,0.18515049678040202,0.1586854689523528"
935,0.10463336199687501,0.17542218209176139,0.5964659699771746,0.8829202819556287,0.15500582899936027,"VTRIX,VGENX,EFA,EWG,VFIAX,SWPPX,VTSAX,QQQ,TGINX,SLYV,EWW","0.10216289918545869,0.022888416943585434,0.1333841134315198,0.05126439584370539,0.20527270444237683,0.04488980890839517,0.15107474350355252,0.02626367803443603,0.10965597703206169,0.12674879059589306,0.026394472079015414"
936,0.12392380781334247,0.15445845797484162,0.8023115693251796,0.7737187349464774,0.41545220185194087,"FLPSX,JUEAX,EWW,TGINX,EFA,VFIAX,MACSX","0.14990845036529707,0.16671692709914354,0.07627471691551845,0.14994429385328123,0.09362686824230532,0.2576120586916604,0.10591668483279389"
937,0.12383671069541545,0.18254622801977732,0.6783854809752563,0.924832351662706,0.21596930514390328,"EWU,VTSAX,IVV,IJT,FEMKX,YACKX,VVIAX","0.07867427047096828,0.08840885373797472,0.017584238386704233,0.15541499307181808,0.11211166070979592,0.19948768932017066,0.34831829430256805"
