Variable,Mean_Spread,Std_Avg
10Y Treasury,0.4104307412373811,1.1415983037617772
2Y Treasury,0.9739453495608796,1.4751103144593951
CPI,13.973848184210254,38.41719538427341
Unemployment,2.7472993930397758,1.9719577980735772
Fed Funds Rate,1.214703264357138,1.680029714894038
Recession,0.44878957169459965,0.23186470557563377
